1, 2161500
2, 6770322
3, 12602830
4, 15582490
5, 20513966
6, 21366358
7, 23698748
8, 25185374
9, 25489302
10, 26125630
11, 29134818
12, 30448228
13, 34803618
14, 35492610
15, 36542002
16, 37303848
17, 38979534
18, 40744246
19, 40873986
20, 42840086
21, 43343666
22, 44197998
23, 45686914
24, 49877706
25, 53103362
26, 53852296
27, 55504626
28, 56110094
29, 56829722
30, 57786642
31, 58343366
32, 58459676
33, 58592466
34, 59900982
35, 61617480
36, 63178410
37, 63532518
38, 65203180
39, 75422014
40, 76216066
41, 76245162
42, 77882904
43, 81762086
44, 83445930
45, 84385702
46, 85484554
47, 86583418
48, 86628462
49, 90361950
50, 90804354
51, 91758224
52, 94893478
53, 95037822
54, 98115694
55, 99903742
56, 101076558
57, 102652898
58, 103522340
59, 106534302
60, 106864198
61, 108900114
62, 110734054
63, 114076458
64, 114088006
65, 123319524
66, 123778508
67, 126976230
68, 136455814
69, 136482982
70, 137673062
71, 139378680
72, 144918894
73, 146615754
74, 146949490
75, 148299194
76, 150201980
77, 153045450
78, 153605174
79, 153678070
80, 159841110
81, 165651812
82, 169857694
83, 172680146
84, 178209516
85, 181772580
86, 182601906
87, 187247190
88, 195086818
89, 204293220
90, 221897484
91, 234117612
92, 237135766
93, 243027186
94, 248822262
95, 267893130
96, 286345038
97, 288611494
98, 309212530
99, 343395086
100, 509445390

Count Sketch Time = 3240.36 from 324036/100

S = 122072000

Time With Chaining= 1380
