1, 50800724
2, 52225784
3, 59218456
4, 60328060
5, 61607656
6, 62296032
7, 62610416
8, 64225130
9, 64294840
10, 64810544
11, 65148972
12, 65313558
13, 65491474
14, 66113206
15, 69253102
16, 70943070
17, 73556424
18, 74392478
19, 80704224
20, 83148674
21, 84227228
22, 84733350
23, 86994376
24, 87608914
25, 87995600
26, 89076984
27, 90108768
28, 90990288
29, 92539514
30, 94245360
31, 94580550
32, 95097908
33, 95918926
34, 97114538
35, 98425220
36, 98444380
37, 99975336
38, 100017954
39, 101189676
40, 102132640
41, 103549532
42, 103635534
43, 105971310
44, 105988196
45, 106424468
46, 108232568
47, 109668576
48, 109708242
49, 110260404
50, 111563482
51, 112114068
52, 112975282
53, 113691282
54, 116614768
55, 116959708
56, 117445086
57, 117977002
58, 118243742
59, 118711906
60, 120413000
61, 120490844
62, 120985230
63, 123155920
64, 123331458
65, 123683110
66, 126686508
67, 127697440
68, 129496976
69, 129777196
70, 129789066
71, 130732218
72, 131434736
73, 133152312
74, 133579074
75, 133649734
76, 134151876
77, 141210552
78, 148315290
79, 150658234
80, 155826704
81, 156981448
82, 157682564
83, 159444654
84, 161761380
85, 163790618
86, 163990118
87, 165796370
88, 166927520
89, 168051762
90, 169312800
91, 173720474
92, 174366698
93, 180395064
94, 182626238
95, 192897066
96, 201428802
97, 206306938
98, 223872480
99, 247336358
100, 247373936

Count Sketch Time = 3216.03 from 321603/100

S = 122072000

Time With Chaining= 1342
