1, 41876
2, 49718
3, 65042
4, 71216
5, 75408
6, 76048
7, 79018
8, 82580
9, 83158
10, 85104
11, 85588
12, 86032
13, 86714
14, 86842
15, 89262
16, 89746
17, 92930
18, 96006
19, 96360
20, 100110
21, 102594
22, 102716
23, 105070
24, 106024
25, 106534
26, 108618
27, 109130
28, 109246
29, 109436
30, 110116
31, 110120
32, 110816
33, 111872
34, 112880
35, 112964
36, 114138
37, 115072
38, 115572
39, 116142
40, 117772
41, 118164
42, 123078
43, 124148
44, 124946
45, 126998
46, 128510
47, 128688
48, 130860
49, 130876
50, 131046
51, 135652
52, 137548
53, 137816
54, 137842
55, 139608
56, 142464
57, 142982
58, 145292
59, 147020
60, 148232
61, 149232
62, 149416
63, 155024
64, 155066
65, 156302
66, 156680
67, 158304
68, 160572
69, 162590
70, 163212
71, 164760
72, 165782
73, 167238
74, 167566
75, 167844
76, 168618
77, 170140
78, 170488
79, 176268
80, 177308
81, 178000
82, 181778
83, 182116
84, 182760
85, 185926
86, 190392
87, 191926
88, 192600
89, 194048
90, 201130
91, 203404
92, 211210
93, 214532
94, 218142
95, 219910
96, 226830
97, 228882
98, 236450
99, 244634
100, 253628

Count Sketch Time = 0 from 0/100

S = 137296

Time With Chaining= 1
