1, 75666
2, 95518
3, 96732
4, 97254
5, 99010
6, 100202
7, 103720
8, 104896
9, 105804
10, 107062
11, 107246
12, 109102
13, 109550
14, 112180
15, 113556
16, 114854
17, 115040
18, 115804
19, 116658
20, 116676
21, 117606
22, 117992
23, 119118
24, 120432
25, 120936
26, 123088
27, 123794
28, 123964
29, 125076
30, 125316
31, 126416
32, 126710
33, 127288
34, 127382
35, 128518
36, 128860
37, 128982
38, 129338
39, 129538
40, 129628
41, 130466
42, 132016
43, 132932
44, 133138
45, 133298
46, 134728
47, 134864
48, 134924
49, 134980
50, 135176
51, 135438
52, 135488
53, 136124
54, 138022
55, 138024
56, 138626
57, 138726
58, 141586
59, 142596
60, 143004
61, 143536
62, 144704
63, 146956
64, 147288
65, 147296
66, 148090
67, 148734
68, 148878
69, 149334
70, 149454
71, 150032
72, 151928
73, 151934
74, 152276
75, 152436
76, 152474
77, 153572
78, 154410
79, 155218
80, 156748
81, 157214
82, 160214
83, 160770
84, 161284
85, 162362
86, 162888
87, 163652
88, 164674
89, 165178
90, 165264
91, 165568
92, 167526
93, 168904
94, 170190
95, 170476
96, 170630
97, 171424
98, 175728
99, 176692
100, 183224

Count Sketch Time = 0 from 0/100

S = 137296

Time With Chaining= 0
