1, 2163234
2, 2171530
3, 2184078
4, 4334744
5, 4338900
6, 6497934
7, 6510442
8, 8669468
9, 8694468
10, 10840994
11, 10849330
12, 10853478
13, 10870158
14, 13000020
15, 13041684
16, 15142406
17, 15150750
18, 15196570
19, 15221570
20, 17347260
21, 19493786
22, 19502098
23, 19502114
24, 19502130
25, 19514590
26, 19518762
27, 19531262
28, 19535442
29, 19539622
30, 19547926
31, 19552106
32, 21648664
33, 21690280
34, 21715352
35, 23845150
36, 23853478
37, 23857674
38, 23857698
39, 23870182
40, 23882642
41, 23907698
42, 26000052
43, 26016684
44, 28138282
45, 28154922
46, 28179954
47, 28192422
48, 28196538
49, 28204874
50, 30376392
51, 30397252
52, 30455612
53, 32518770
54, 32518778
55, 32539598
56, 32543762
57, 32543762
58, 32547926
59, 32552098
60, 32560434
61, 32560434
62, 32572926
63, 32577146
64, 32593770
65, 32597982
66, 32606334
67, 34727812
68, 36903518
69, 36924346
70, 36932666
71, 36941002
72, 39029192
73, 39079184
74, 39137560
75, 41167438
76, 41225702
77, 41242382
78, 41267382
79, 41275718
80, 45577122
81, 45606270
82, 49916002
83, 49965994
84, 54242414
85, 54254866
86, 54263202
87, 54296578
88, 54350750
89, 58610426
90, 58647950
91, 62903510
92, 62924338
93, 65095888
94, 73865304
95, 75916002
96, 76036830
97, 80250702
98, 84602090
99, 91100028
100, 110731278

Count Sketch Time = 108.76 from 10876/100

S = 34723640

Time With Chaining= 54
