1, 538128
2, 637420
3, 660352
4, 729616
5, 733736
6, 736762
7, 756608
8, 768776
9, 771734
10, 772430
11, 796816
12, 797232
13, 800328
14, 819278
15, 820980
16, 834960
17, 840814
18, 842716
19, 856046
20, 863390
21, 869742
22, 874160
23, 879912
24, 887304
25, 888210
26, 889276
27, 895250
28, 898374
29, 901648
30, 902404
31, 905474
32, 910252
33, 924174
34, 926676
35, 927176
36, 929640
37, 931914
38, 934372
39, 942948
40, 945500
41, 949136
42, 950574
43, 951038
44, 955562
45, 958754
46, 959112
47, 959208
48, 960192
49, 961510
50, 967620
51, 969034
52, 970978
53, 974312
54, 979082
55, 985252
56, 997238
57, 999368
58, 999630
59, 1005108
60, 1009892
61, 1015446
62, 1017890
63, 1020090
64, 1025522
65, 1026970
66, 1032088
67, 1032392
68, 1032568
69, 1034114
70, 1039624
71, 1046830
72, 1067180
73, 1067968
74, 1069660
75, 1072126
76, 1075598
77, 1080624
78, 1085134
79, 1086014
80, 1092780
81, 1104598
82, 1128962
83, 1132406
84, 1138976
85, 1161300
86, 1181202
87, 1181746
88, 1184598
89, 1189710
90, 1229424
91, 1235066
92, 1235176
93, 1266778
94, 1274222
95, 1315190
96, 1315402
97, 1322120
98, 1353668
99, 1354956
100, 1364024

Count Sketch Time = 93636

S = 1000000

Time With Chaining= 13186
